entry_date,exit_date,expiration,strike,quantity,entry_price,exit_price,pnl_pct,pnl_dollar,days_held,exit_reason,contract_cost,entry_delta,entry_spot,entry_sma200,entry_pct_above_sma,entry_std_above_sma,entry_trailing_12m_return,trailing_bucket,year
2015-07-29,2015-08-21,2015-11-20,169.0,1,42.2,28.54,-0.32369668246445504,-1366.0,17,SMA,4220.0,0.801877756441048,176.66041564941406,171.8492430114746,0.027996472685179075,3.641549250227474,0.09121411624237075,0-10%,2015
2015-07-30,2015-08-21,2015-11-20,170.0,1,41.39,27.65,-0.33196424257066925,-1374.0,16,SMA,4139.0,0.7852809867121806,176.7023162841797,171.95889686584474,0.027584611815901404,3.667873225394534,0.09130753675013703,0-10%,2015
2015-08-04,2015-08-21,2015-11-20,168.0,1,41.31,29.44,-0.28733962720890827,-1187.0,13,SMA,4131.0,0.793885559082256,175.49533081054688,172.28372200012208,0.018641394399538897,2.502085970163439,0.1011265107234125,10-20%,2015
2015-10-22,2016-01-06,2016-02-19,164.0,1,42.58,35.15,-0.17449506810709248,-743.0,51,SMA,4258.0,0.7996953207335828,172.93653869628906,172.16215881347657,0.004497968009633715,0.424688667597113,0.08674885001988719,0-10%,2015
2015-10-23,2016-01-06,2016-02-19,166.0,1,41.93,33.2,-0.20820414977343182,-872.9999999999995,50,SMA,4193.0,0.7959058735129567,174.83216857910156,172.18142028808595,0.015395089008909953,1.439194334421296,0.08603626749259186,0-10%,2015
2015-10-26,2016-01-06,2016-02-19,165.0,1,42.64,34.17,-0.19863977485928708,-847.0,49,SMA,4264.0,0.7977273211011856,174.40248107910156,172.20538398742676,0.012758585363598286,1.5102467995341042,0.07509405722389006,0-10%,2015
2015-10-28,2016-01-06,2016-02-19,167.0,1,42.71,32.21,-0.24584406462186836,-1050.0,47,SMA,4271.0,0.803639934249488,176.0454559326172,172.2754941558838,0.021883331667138562,2.7186408087608216,0.07439235212213013,0-10%,2015
2015-10-29,2016-01-06,2016-02-19,167.0,1,42.6,32.21,-0.24389671361502352,-1039.0,46,SMA,4260.0,0.7980839124691852,175.9443359375,172.32124229431153,0.02102522936203362,2.590226741682828,0.07540117624894838,0-10%,2015
2015-11-02,2016-01-06,2016-02-19,169.0,1,41.75,29.2,-0.30059880239520964,-1255.0,44,SMA,4175.0,0.7910761664167812,177.2586669921875,172.41996200561525,0.028063484820943584,3.773301760589561,0.06436193435159465,0-10%,2015
2015-11-10,2016-01-06,2016-03-18,166.0,1,43.22,32.58,-0.24618232299861176,-1064.0,38,SMA,4322.0,0.7958231494302704,175.71682739257812,172.63651306152343,0.01784277425689747,2.4005661075396327,0.04310367550770544,0-10%,2015
2015-11-11,2016-01-06,2016-03-18,164.0,1,44.31,35.56,-0.19747235387045814,-875.0,37,SMA,4431.0,0.8103582399055589,175.02601623535156,172.68065933227538,0.013582047417152836,1.8370870066792335,0.03798505113955253,0-10%,2015
2015-11-16,2016-01-06,2016-03-18,161.0,1,45.16,38.46,-0.14836138175376434,-670.0,34,SMA,4516.0,0.8093842596153527,173.2398223876953,172.75783706665038,0.002789947647115887,0.32320414666750313,0.02709003227069462,0-10%,2015
2015-11-17,2016-01-06,2016-03-18,161.0,1,45.3,38.46,-0.15099337748344366,-684.0,33,SMA,4530.0,0.8004462191917433,173.11343383789062,172.772905960083,0.0019709564755848092,0.22846936807127508,0.025688218378334682,0-10%,2015
2015-11-18,2016-01-06,2016-03-18,165.0,1,44.31,34.61,-0.2189122094335365,-970.0,32,SMA,4431.0,0.8001682565481251,175.86007690429688,172.80494667053222,0.017679645708230395,1.9413021640128787,0.03598003468258382,0-10%,2015
